(3, 4)
(5, 4)
(7, 5)
(9, 4)
(11, 4)
(13, 4)
(15, 5)
(17, 4)
(19, 4)
(21, 5)
(23, 4)
(25, 4)
(27, 5)
(29, 6)
(31, 6)
(33, 5)
(35, 6)
(37, 7)
(39, 7)
(41, 8)
(43, 7)
(45, 8)
(47, 10)
(49, 12)
(51, 14)
(53, 22)
(55, 76)
(57, 113)
(59, 113)
(61, 113)
(63, 113)
(65, 113)
(67, 113)
+
(2, 6)
(4, 5)
(6, 4)
(8, 5)
(10, 4)
(12, 4)
(14, 5)
(16, 4)
(18, 4)
(20, 4)
(22, 5)
(24, 5)
(26, 5)
(28, 5)
(30, 6)
(32, 6)
(34, 9)
(36, 7)
(38, 8)
(40, 8)
(42, 7)
(44, 6)
(46, 9)
(48, 7)
(50, 8)
(52, 9)
(54, 16)
(56, 17)
(58, 24)
(60, 25)
(62, 55)
(64, 90)
(66, 113)
(68, 113)
(70, 113)
(72, 113)
(74, 113)
(76, 113)
-
(3, 6)
(5, 4)
(7, 5)
(9, 5)
(11, 6)
(13, 5)
(15, 5)
(17, 4)
(19, 4)
(21, 4)
(23, 5)
(25, 4)
(27, 5)
(29, 5)
(31, 5)
(33, 6)
(35, 7)
(37, 8)
(39, 8)
(41, 9)
(43, 7)
(45, 7)
(47, 8)
(49, 7)
(51, 6)
(53, 7)
(55, 8)
(57, 9)
(59, 10)
(61, 27)
(63, 84)
(65, 113)
(67, 113)
-
(2, 4)
(4, 4)
(6, 4)
(8, 4)
(10, 4)
(12, 4)
(14, 4)
(16, 4)
(18, 5)
(20, 6)
(22, 6)
(24, 6)
(26, 6)
(28, 6)
(30, 5)
(32, 7)
(34, 6)
(36, 7)
(38, 8)
(40, 8)
(42, 10)
+
(2, 5)
(4, 4)
(6, 5)
(8, 4)
(10, 4)
(12, 4)
(14, 4)
(16, 4)
(18, 4)
(20, 5)
(22, 5)
(24, 5)
(26, 5)
(28, 6)
(30, 7)
(32, 7)
(34, 6)
(36, 6)
(38, 8)
(40, 8)
(42, 8)
(44, 10)
(46, 12)
(48, 45)
(50, 31)
(52, 44)
(54, 60)
(56, 95)
(58, 113)
(60, 113)
+
(3, 5)
(5, 4)
(7, 4)
(9, 4)
(11, 4)
(13, 4)
(15, 5)
(17, 5)
(19, 5)
(21, 5)
(23, 6)
(25, 6)
(27, 6)
(29, 5)
(31, 6)
(33, 7)
(35, 6)
(37, 5)
(39, 6)
(41, 6)
(43, 6)
(45, 7)
(47, 7)
(49, 9)
(51, 13)
+
(2, 4)
(4, 5)
(6, 5)
(8, 4)
(10, 4)
(12, 5)
(14, 4)
(16, 4)
(18, 4)
(20, 5)
(22, 4)
(24, 5)
(26, 4)
(28, 5)
(30, 5)
(32, 7)
(34, 10)
(36, 7)
(38, 10)
(40, 9)
(42, 8)
(44, 6)
(46, 6)
(48, 7)
(50, 7)
(52, 7)
(54, 9)
(56, 10)
(58, 12)
(60, 62)
(62, 77)
(64, 65)
(66, 104)
(68, 113)
(70, 113)
+
(3, 5)
(5, 4)
(7, 4)
(9, 4)
(11, 4)
(13, 5)
(15, 5)
(17, 4)
(19, 4)
(21, 4)
(23, 4)
(25, 5)
(27, 6)
(29, 5)
(31, 6)
(33, 7)
(35, 8)
(37, 8)
(39, 8)
(41, 8)
(43, 8)
(45, 9)
(47, 11)
(49, 13)
(51, 11)
(53, 14)
(55, 17)
(57, 25)
(59, 39)
(61, 80)
(63, 113)
(65, 113)
+
(2, 4)
(4, 4)
(6, 4)
(8, 5)
(10, 5)
(12, 5)
(14, 4)
(16, 5)
(18, 4)
(20, 5)
(22, 4)
(24, 5)
(26, 4)
(28, 5)
(30, 7)
(32, 6)
(34, 6)
(36, 7)
(38, 9)
(40, 8)
(42, 9)
(44, 10)
(46, 8)
(48, 11)
(50, 11)
(52, 10)
(54, 10)
(56, 8)
(58, 8)
(60, 15)
(62, 19)
(64, 21)
(66, 33)
(68, 53)
(70, 53)
(72, 113)
-
(3, 5)
(5, 4)
(7, 4)
(9, 4)
(11, 4)
(13, 5)
(15, 4)
(17, 4)
(19, 5)
(21, 6)
(23, 5)
(25, 4)
(27, 6)
(29, 5)
(31, 6)
(33, 7)
(35, 6)
(37, 6)
(39, 7)
(41, 8)
(43, 12)
(45, 11)
(47, 12)
(49, 9)
(51, 8)
(53, 9)
(55, 14)
(57, 15)
(59, 13)
(61, 14)
(63, 20)
(65, 41)
(67, 38)
(69, 107)
(71, 113)
(73, 113)
-
(2, 5)
(4, 4)
(6, 4)
(8, 4)
(10, 5)
(12, 5)
(14, 4)
(16, 4)
(18, 5)
(20, 5)
(22, 5)
(24, 4)
(26, 5)
(28, 5)
(30, 5)
(32, 7)
(34, 5)
(36, 6)
(38, 7)
(40, 8)
(42, 7)
(44, 9)
(46, 11)
(48, 15)
(50, 38)
(52, 113)
(54, 92)
(56, 113)
(58, 113)
+
(3, 6)
(5, 5)
(7, 5)
(9, 5)
(11, 4)
(13, 5)
(15, 4)
(17, 4)
(19, 4)
(21, 5)
(23, 4)
(25, 5)
(27, 6)
(29, 7)
(31, 7)
(33, 5)
(35, 5)
(37, 7)
(39, 9)
(41, 8)
(43, 9)
(45, 8)
(47, 10)
(49, 10)
(51, 14)
(53, 12)
(55, 13)
(57, 16)
(59, 29)
(61, 30)
(63, 29)
(65, 49)
-
(2, 5)
(4, 5)
(6, 5)
(8, 4)
(10, 4)
(12, 4)
(14, 4)
(16, 5)
(18, 4)
(20, 5)
(22, 5)
(24, 4)
(26, 4)
(28, 5)
(30, 6)
(32, 6)
(34, 5)
(36, 6)
(38, 7)
(40, 7)
(42, 9)
(44, 8)
(46, 8)
(48, 10)
(50, 9)
(52, 9)
(54, 10)
(56, 14)
(58, 13)
(60, 18)
(62, 15)
(64, 113)
(66, 105)
(68, 113)
+
(3, 5)
(5, 5)
(7, 4)
(9, 4)
(11, 5)
(13, 5)
(15, 4)
(17, 4)
(19, 4)
(21, 5)
(23, 5)
(25, 5)
(27, 5)
(29, 5)
(31, 5)
(33, 6)
(35, 5)
(37, 7)
(39, 8)
(41, 10)
(43, 9)
(45, 8)
(47, 9)
(49, 11)
(51, 13)
(53, 10)
(55, 14)
(57, 16)
(59, 18)
(61, 33)
(63, 40)
(65, 37)
(67, 113)
-
